age;availresolution;code;edu;gender;resolution;system;time;vpid;cid
29;1760x953;SPKFEB;matthiastest;male;1760x990;"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-04T15:16:23+02:00;35;SPKFEB
999;1920x1040;IFLMNX;999;female;1920x1080;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-04T15:45:39+02:00;36;IFLMNX
999;1920x1040;OZEJGJ;999;male;1920x1080;"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-04T17:00:02+02:00;37;OZEJGJ
999;1920x1040;KODHVR;999;female;1920x1080;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-04T17:01:59+02:00;38;KODHVR
999;1920x1040;EFQEDH;999;female;1920x1080;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-04T17:56:01+02:00;39;EFQEDH
11;1195x704;IHGVKG;1;male;1252x704;"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-04T18:55:18+02:00;41;IHGVKG
24;1440x797;CVVNCY;Bachelor of Science;male;1440x900;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17";2016-07-04T19:39:08+02:00;42;CVVNCY
1;1318x745;NUKFMS;1;male;1366x768;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-04T19:45:41+02:00;43;NUKFMS
1;1440x797;OXZCEK;testtest;male;1440x900;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17";2016-07-04T19:52:53+02:00;44;OXZCEK
1;1318x745;ZLQGSR;1;male;1366x768;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-04T20:03:22+02:00;45;ZLQGSR
1;1847x1177;RJTLUP;1;male;1920x1200;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T10:14:00+02:00;47;RJTLUP
1;1847x1177;KJEWTF;1;male;1920x1200;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T10:22:46+02:00;48;KJEWTF
999;1920x1040;WQYKQD;999;female;1920x1080;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T10:31:15+02:00;50;WQYKQD
28;1366x728;HRLIKQ;some college;female;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T03:47:58-05:00;51;HRLIKQ
56;1280x984;DZXULD;Masters degree;female;1280x1024;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T04:48:54-04:00;54;DZXULD
52;1024x728;ZZLJEB;10th Grade High School;male;1024x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T04:48:41-04:00;53;ZZLJEB
22;1440x808;KCXKYN;Some College;male;1440x900;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T04:49:35-04:00;55;KCXKYN
28;1366x728;OGXXXB;Highschool;female;1366x768;"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T03:49:50-05:00;56;OGXXXB
23;1366x728;ECPEFW;bachelor 4 year degree;female;1366x768;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T14:20:01+05:30;57;WXMRAC
30;1024x748;XDXUDM;bachelors;male;768x1024;"Mozilla/5.0 (iPad; CPU OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1";2016-07-05T04:50:36-04:00;58;XDXUDM
38;1024x768;XRMSKY;BA;male;1024x768;"Mozilla/5.0 (Linux; Android 6.0.1; SM-T710 Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Safari/537.36";2016-07-05T01:51:10-07:00;61;XRMSKY
23;1366x728;WFGTIP;graduate;female;1366x768;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T14:20:49+05:30;59;WFGTIP
46;1366x728;TRYNPR;bachelor s degree;female;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T03:52:13-05:00;62;TRYNPR
61;1366x728;ERBDEL;AA;female;1366x768;"Mozilla/5.0 (Windows NT 6.3; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T01:52:34-07:00;64;ERBDEL
31;1366x728;SRDAJD;Masters Degree;male;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T14:22:33+05:30;65;SRDAJD
43;1280x680;TLVNGY;high school graduate;male;1280x720;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36";2016-07-05T04:52:20-04:00;63;TLVNGY
36;1280x984;UJNJQM;Bachelors;male;1280x1024;"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; rv:11.0) like Gecko";2016-07-05T03:53:12-05:00;66;UJNJQM
40;1920x1040;BFCTLQ;College;male;1920x1080;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T04:53:42-04:00;68;BFCTLQ
25;1920x1040;RXCLJA;Some College;male;1920x1080;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T04:54:44-04:00;69;RXCLJA
28;1366x741;ILNWZM;Master s;female;1366x768;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T01:55:50-07:00;70;ILNWZM
34;1366x728;CIZXJU;master degree;male;1366x768;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T01:56:45-07:00;71;CIZXJU
34;1366x728;CIZXJU;master degree;male;1366x768;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T01:56:45-07:00;71;CIZXJU
30;1366x728;AEDCUI;some college;male;1366x768;"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T11:57:08+03:00;72;AEDCUI
25;1366x728;XWKPYB;BA;female;1366x768;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T14:27:42+05:30;73;XWKPYB
61;1366x728;SJSNCL;Some College;female;1366x768;"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T01:58:24-07:00;75;SJSNCL
23;1366x728;PZZPBH;bachelor degree ;female;1366x768;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T14:27:50+05:30;74;PZZPBH
18;1440x860;OCLXDQ;Associates Degree;male;1440x900;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T02:59:36-06:00;77;OCLXDQ
45;1280x693;AXEKRS;High School;male;1280x720;"Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; LCJB; rv:11.0) like Gecko";2016-07-05T11:00:45+02:00;78;AXEKRS
29;1366x728;PORDUM;Bachelors;male;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T05:00:40-04:00;79;PORDUM
51;1440x870;RJRMNB;College graduate;male;1440x900;Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36;2016-07-05T05:11:10-04:00;80;RJRMNB
32;1024x560;NZFTZX;High School;female;1024x600;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T04:04:29-05:00;81;NZFTZX
36;1366x728;EHKRTI;BA;male;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T10:09:38+01:00;82;EHKRTI
27;1280x773;UNZTDR;College graduate, BA;male;1280x800;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T02:07:32-07:00;83;UNZTDR
34;1024x728;OOLGVK;bachelor s degree;male;1024x768;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T05:12:39-04:00;84;OOLGVK
32;1366x728;LSAVJB;High School;female;1366x768;"Mozilla/5.0 (Windows NT 6.1; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T11:13:56+02:00;85;LSAVJB
43;1600x860;HRGNUJ;associate s degree;female;1600x900;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T02:15:17-07:00;86;HRGNUJ
31;1366x728;OFPSFT;Bachelor Degree;female;1366x768;"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T01:15:53-08:00;87;OFPSFT
21;320x548;UINQFE;Senior in College;female;320x568;"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1";2016-07-05T04:18:35-05:00;88;UINQFE
21;320x548;UINQFE;Senior in College;female;320x568;"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1";2016-07-05T04:18:35-05:00;88;UINQFE
25;1440x819;DHWBLW;College graduate;female;1440x900;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T02:19:50-07:00;89;DHWBLW
23;1366x728;FHFQCN;bachelor degree ;female;1366x768;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T14:50:33+05:30;90;FHFQCN
26;1280x775;HJLFWC;Highschool Graduate;male;1280x800;"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:42.0) Gecko/20100101 Firefox/42.0";2016-07-05T14:51:36+05:30;91;HJLFWC
32;1920x1040;QAJHLS;Masters;male;1920x1080;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T05:22:50-04:00;92;QAJHLS
31;360x592;XTVGVA;Doctorate;male;360x592;"Mozilla/5.0 (Linux; Android 5.0.2; HTC_One_M8/4.28.502.8 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/33.0.0.0 Mobile Safari/537.36";2016-07-05T05:23:16-04:00;93;XTVGVA
27;1440x870;DDNYGP;High school graduate;male;1440x900;"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T04:24:30-05:00;94;DDNYGP
27;1440x870;DDNYGP;High school graduate;male;1440x900;"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T04:24:30-05:00;94;DDNYGP
25;1364x728;GSFHJZ;Bachelor degree;female;1364x768;Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T02:25:30-07:00;96;GSFHJZ
20;1366x768;EOZIMP;Some college;female;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T02:25:30-07:00;95;EOZIMP
50;1920x1040;ILNGPU;Masters Degree;male;1920x1080;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T05:25:34-04:00;97;ILNGPU
30;1366x708;CQHLRL;Masters;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T05:27:03-04:00;98;CQHLRL
55;1920x1040;IKRPHP;16;male;1920x1080;"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36";2016-07-05T04:28:26-05:00;99;IKRPHP
60;1366x728;YVUGMK;graduate degree;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T05:28:28-04:00;100;YVUGMK
25;1366x728;JYOXRB;graduation;female;1366x768;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36;2016-07-05T14:59:11+05:30;101;JYOXRB
44;1280x976;WLMUCA;some college, no degree;female;1280x1024;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36";2016-07-05T05:29:24-04:00;102;WLMUCA
24;1440x856;SKLMFU;High School Diploma;female;1440x900;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2600.0 Iron Safari/537.36";2016-07-05T04:31:25-05:00;103;SKLMFU
44;1680x1020;MUXPCH;Masters;male;1680x1050;"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36";2016-07-05T05:32:01-04:00;104;MUXPCH
37;1680x1002;AEEMGE;PhD;female;1680x1050;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T10:32:06+01:00;105;AEEMGE
31;1920x1080;RMYQYN;Doctorate;male;1920x1080;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T05:32:32-04:00;107;RMYQYN
31;1920x1080;FQZTGM;Doctorate;male;1920x1080;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T05:32:56-04:00;108;FQZTGM
25;1024x552;TZVVGL;15;male;1024x552;"Mozilla/5.0 (Android 4.2.2; Tablet; rv:47.0) Gecko/47.0 Firefox/47.0";2016-07-05T02:32:27-07:00;106;TZVVGL
41;1366x728;ZDPRGD;Bachelor s degree;female;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; GWX:DOWNLOADED; GWX:QUALIFIED; rv:11.0) like Gecko";2016-07-05T02:34:00-07:00;109;ZDPRGD
32;1600x856;ZXHZPL;Bachelors;male;1600x900;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T02:34:40-07:00;111;ZXHZPL
36;1280x706;XACZFH;graduate;male;1280x800;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36";2016-07-05T05:38:47-04:00;112;XACZFH
32;1366x728;TJLROQ;Bachelor s degree;male;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T04:36:02-05:00;113;TJLROQ
31;360x640;HRJJAH;Bachelor Degree;male;360x640;"Mozilla/5.0 (Linux; Android 5.0.1; SAMSUNG-SGH-I337 Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.105 Mobile Safari/537.36";2016-07-05T05:36:40-04:00;114;HRJJAH
43;1280x760;JPXCCB;Masters;male;1280x800;"Mozilla/5.0 (Windows NT 10.0; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T05:38:56-04:00;115;JPXCCB
34;1920x1040;LDWWLK;bs degree;male;1920x1080;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T02:41:50-07:00;116;LDWWLK
60;1280x984;BYAUWA;B.A.;male;1280x1024;"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; BRI/2; A7F; rv:11.0) like Gecko";2016-07-05T05:42:42-04:00;117;BYAUWA
43;1366x721;SPPAEQ;college;female;1366x768;"Mozilla/5.0 (X11; CrOS x86_64 8172.60.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T10:45:34+01:00;118;SPPAEQ
37;360x640;SNEQFN;high school diploma;female;360x640;"Mozilla/5.0 (Linux; Android 6.0; LG-H631 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/38.0.2125.102 Mobile Safari/537.36";2016-07-05T05:47:09-04:00;119;SNEQFN
37;1366x738;BBFJUU;High School Diploma;female;1366x768;"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T05:49:18-04:00;120;BBFJUU
27;1533x864;IIBMKM;Some college;female;1536x864;"Mozilla/5.0 (X11; CrOS armv7l 8172.60.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T05:50:36-04:00;121;IIBMKM
34;1670x904;MCIOIM;AA;male;1670x939;"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; McAfee; .NET4.0C; .NET4.0E; GWX:DOWNLOADED; GWX:RESERVED; GWX:QUALIFIED; rv:11.0) like Gecko";2016-07-05T04:51:44-05:00;122;MCIOIM
32;412x732;PCXPLJ;Some college ;female;412x732;"Mozilla/5.0 (Linux; Android 6.0.1; SM-N920P Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36";2016-07-05T05:52:25-04:00;123;PCXPLJ
34;1366x728;HZTPOX;high school;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T02:53:47-07:00;124;HZTPOX
34;1920x1040;SLLJUA;Associates;male;1920x1080;"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36";2016-07-05T04:54:26-05:00;126;SLLJUA
41;1366x728;ZQFMRZ;BA;female;1366x768;"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T02:55:57-07:00;127;ZQFMRZ
31;360x640;RPJKER;Associate s ;female;360x640;"Mozilla/5.0 (Linux; Android 6.0; XT1585 Build/MCK24.78-13.16) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36";2016-07-05T05:57:01-04:00;129;RPJKER
44;1680x1046;LSRKCR;some college;male;1680x1050;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T05:57:08-04:00;130;LSRKCR
54;1280x683;GYDEKW;2 year degree ;male;1280x720;"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T04:56:27-05:00;128;GYDEKW
30;1366x728;DKPOBV;B.A.;male;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T05:57:58-04:00;131;DKPOBV
25;1600x860;QKWZVE;BFA;female;1600x900;"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T04:58:01-05:00;132;QKWZVE
28;1600x860;MRYSWB;Bachelors degree;female;1600x900;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T04:59:36-05:00;134;MRYSWB
26;1366x728;IHBIUX;some college;female;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T05:00:12-05:00;135;IHBIUX
26;1366x728;IHBIUX;some college;female;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T05:00:12-05:00;135;IHBIUX
34;1366x768;TPWJEW;Some College ;male;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T06:03:09-04:00;136;TPWJEW
29;1024x748;THHGGA;High school ged ;female;768x1024;"Mozilla/5.0 (iPad; CPU OS 9_3_2 like Mac OS X) AppleWebKit/601.1 (KHTML, like Gecko) CriOS/51.0.2704.104 Mobile/13F69 Safari/601.1.46";2016-07-05T06:06:05-04:00;137;THHGGA
37;1366x768;YOMJWI;2 associates degrees;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T02:08:04-08:00;138;YOMJWI
44;1600x860;LUTTQW;master s;female;1600x900;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T06:12:38-04:00;139;LUTTQW
40;1600x900;PWHNDI;BA;male;1600x900;"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T06:12:59-04:00;140;PWHNDI
39;1366x728;SVXAQY;Bachelor s Degree;male;1366x768;"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T17:13:28+07:00;141;SVXAQY
49;1366x728;XAFJAH;Associate degree;female;1366x768;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T05:13:49-05:00;142;XAFJAH
29;2552x1554;QKAHZX;some college;female;2560x1600;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T06:14:06-04:00;143;QKAHZX
60;1366x1004;IKPTVD;BA;male;1024x1366;"Mozilla/5.0 (iPad; CPU OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1";2016-07-05T06:16:20-04:00;144;IKPTVD
56;1600x860;CBVBYA;College;female;1600x900;"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T06:16:35-04:00;145;CBVBYA
60;1366x1004;IKPTVD;BA;male;1024x1366;"Mozilla/5.0 (iPad; CPU OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1";2016-07-05T06:16:20-04:00;144;IKPTVD
28;375x647;PQLOER;Bachelors ;male;375x667;"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1";2016-07-05T06:18:50-04:00;146;PQLOER
33;1680x1010;CTCHNM;High School Diploma;male;1680x1050;"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36";2016-07-05T06:19:11-04:00;147;CTCHNM
33;1024x768;BABSBC;diploma;male;1024x768;"Mozilla/5.0 (Windows NT 5.1; rv:47.0) Gecko/20100101 Firefox/47.0";2016-07-05T06:21:19-04:00;148;BABSBC
42;1366x728;IITHNK;Bachelor s degree;female;1366x768;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36";2016-07-05T11:22:11+01:00;149;IITHNK
