code;page;time;vpid;cid
EOZIMP;3;19166;95;EOZIMP
ILNGPU;2;4179;97;ILNGPU
ILNGPU;3;4295;97;ILNGPU
JYOXRB;-1;28145;101;JYOXRB
WLMUCA;-1;23981;102;WLMUCA
JYOXRB;0;20038;101;JYOXRB
WLMUCA;0;4749;102;WLMUCA
IKRPHP;2;17537;99;IKRPHP
WLMUCA;1;34970;102;WLMUCA
IKRPHP;3;7110;99;IKRPHP
SKLMFU;-1;1699;103;SKLMFU
SKLMFU;0;2205;103;SKLMFU
JYOXRB;1;84763;101;JYOXRB
SKLMFU;1;11858;103;SKLMFU
WLMUCA;2;22235;102;WLMUCA
WLMUCA;3;10072;102;WLMUCA
SKLMFU;2;1628;103;SKLMFU
SKLMFU;3;1279;103;SKLMFU
AEEMGE;-1;6577;105;AEEMGE
MUXPCH;-1;16555;104;MUXPCH
AEEMGE;0;4957;105;AEEMGE
MUXPCH;0;3950;104;MUXPCH
RMYQYN;-1;1488;107;RMYQYN
AEEMGE;1;15964;105;AEEMGE
FQZTGM;-1;6609;108;FQZTGM
FQZTGM;0;2472;108;FQZTGM
FQZTGM;1;8934;108;FQZTGM
MUXPCH;1;45626;104;MUXPCH
YVUGMK;1;256668;100;YVUGMK
TZVVGL;-1;11894;106;TZVVGL
AEEMGE;2;12026;105;AEEMGE
TZVVGL;0;5785;106;TZVVGL
AEEMGE;3;8077;105;AEEMGE
FQZTGM;2;8575;108;FQZTGM
FQZTGM;3;3447;108;FQZTGM
MUXPCH;2;20468;104;MUXPCH
MUXPCH;3;9548;104;MUXPCH
ZDPRGD;-1;12800;109;ZDPRGD
ZDPRGD;0;4356;109;ZDPRGD
YVUGMK;2;40358;100;YVUGMK
ZXHZPL;-1;3675;111;ZXHZPL
ZXHZPL;0;3712;111;ZXHZPL
YVUGMK;3;10566;100;YVUGMK
ZXHZPL;1;15881;111;ZXHZPL
ZDPRGD;1;35044;109;ZDPRGD
JYOXRB;2;100813;101;JYOXRB
TZVVGL;2;29276;106;TZVVGL
ZXHZPL;2;3948;111;ZXHZPL
JYOXRB;3;33665;101;JYOXRB
ZXHZPL;3;3207;111;ZXHZPL
XACZFH;-1;4783;112;XACZFH
XACZFH;0;1752;112;XACZFH
TJLROQ;-1;4641;113;TJLROQ
TJLROQ;0;3390;113;TJLROQ
XACZFH;1;29960;112;XACZFH
HRJJAH;-1;7213;114;HRJJAH
HRJJAH;0;5115;114;HRJJAH
TJLROQ;1;62302;113;TJLROQ
TJLROQ;2;12842;113;TJLROQ
TJLROQ;3;10583;113;TJLROQ
JPXCCB;-1;7410;115;JPXCCB
JPXCCB;0;6848;115;JPXCCB
JPXCCB;2;22637;115;JPXCCB
LDWWLK;-1;19326;116;LDWWLK
LDWWLK;0;5459;116;LDWWLK
BYAUWA;-1;13436;117;BYAUWA
BYAUWA;0;6297;117;BYAUWA
BYAUWA;1;30032;117;BYAUWA
LDWWLK;1;162073;116;LDWWLK
SPPAEQ;-1;11751;118;SPPAEQ
SPPAEQ;0;7193;118;SPPAEQ
LDWWLK;2;47464;116;LDWWLK
LDWWLK;3;14159;116;LDWWLK
SPPAEQ;1;56141;118;SPPAEQ
SNEQFN;-1;13571;119;SNEQFN
SNEQFN;0;3743;119;SNEQFN
SPPAEQ;2;8620;118;SPPAEQ
SPPAEQ;3;14686;118;SPPAEQ
BBFJUU;-1;1725;120;BBFJUU
BBFJUU;0;4025;120;BBFJUU
BBFJUU;1;10684;120;BBFJUU
BBFJUU;2;10154;120;BBFJUU
BBFJUU;3;7377;120;BBFJUU
IIBMKM;-1;15240;121;IIBMKM
IIBMKM;0;2401;121;IIBMKM
IIBMKM;1;29573;121;IIBMKM
MCIOIM;-1;7372;122;MCIOIM
MCIOIM;0;4862;122;MCIOIM
MCIOIM;1;32594;122;MCIOIM
PCXPLJ;-1;2280;123;PCXPLJ
PCXPLJ;0;2838;123;PCXPLJ
IIBMKM;2;24611;121;IIBMKM
IIBMKM;3;49438;121;IIBMKM
SLLJUA;-1;1605;126;SLLJUA
SLLJUA;0;990;126;SLLJUA
SLLJUA;1;1782;126;SLLJUA
HZTPOX;-1;45655;124;HZTPOX
HZTPOX;0;38934;124;HZTPOX
SLLJUA;2;10399;126;SLLJUA
SLLJUA;3;8282;126;SLLJUA
ZQFMRZ;-1;17162;127;ZQFMRZ
RPJKER;-1;13795;129;RPJKER
ZQFMRZ;0;30903;127;ZQFMRZ
RPJKER;0;6824;129;RPJKER
HZTPOX;1;141323;124;HZTPOX
LSRKCR;-1;21597;130;LSRKCR
LSRKCR;0;6033;130;LSRKCR
DKPOBV;-1;4807;131;DKPOBV
QKWZVE;-1;4178;132;QKWZVE
DKPOBV;0;4397;131;DKPOBV
QKWZVE;0;4116;132;QKWZVE
ZQFMRZ;1;60024;127;ZQFMRZ
GYDEKW;-1;47855;128;GYDEKW
GYDEKW;0;9276;128;GYDEKW
LSRKCR;1;54311;130;LSRKCR
HZTPOX;2;10833;124;HZTPOX
HZTPOX;3;7776;124;HZTPOX
ZQFMRZ;2;25053;127;ZQFMRZ
DKPOBV;2;11473;131;DKPOBV
ZQFMRZ;3;8754;127;ZQFMRZ
MRYSWB;-1;8604;134;MRYSWB
MRYSWB;0;5144;134;MRYSWB
QKWZVE;2;21092;132;QKWZVE
IHBIUX;-1;5528;135;IHBIUX
IHBIUX;0;3814;135;IHBIUX
LSRKCR;2;21478;130;LSRKCR
LSRKCR;3;3997;130;LSRKCR
MRYSWB;1;38061;134;MRYSWB
IHBIUX;1;35103;135;IHBIUX
MRYSWB;2;10284;134;MRYSWB
MRYSWB;3;12199;134;MRYSWB
IHBIUX;2;12429;135;IHBIUX
IHBIUX;3;11162;135;IHBIUX
GYDEKW;2;118711;128;GYDEKW
TPWJEW;-1;27341;136;TPWJEW
TPWJEW;0;14579;136;TPWJEW
TPWJEW;1;68226;136;TPWJEW
THHGGA;-1;11648;137;THHGGA
THHGGA;0;6656;137;THHGGA
TPWJEW;2;86174;136;TPWJEW
YOMJWI;-1;14922;138;YOMJWI
YOMJWI;0;7794;138;YOMJWI
TPWJEW;3;13340;136;TPWJEW
YOMJWI;1;56556;138;YOMJWI
YOMJWI;2;22010;138;YOMJWI
YOMJWI;3;19184;138;YOMJWI
LUTTQW;-1;5172;139;LUTTQW
LUTTQW;0;2342;139;LUTTQW
LUTTQW;1;4339;139;LUTTQW
PWHNDI;-1;7580;140;PWHNDI
PWHNDI;0;5287;140;PWHNDI
SVXAQY;-1;34346;141;SVXAQY
SVXAQY;0;4340;141;SVXAQY
QKAHZX;-1;6932;143;QKAHZX
QKAHZX;0;4757;143;QKAHZX
LUTTQW;2;5779;139;LUTTQW
LUTTQW;3;3547;139;LUTTQW
SVXAQY;1;31164;141;SVXAQY
SVXAQY;2;23769;141;SVXAQY
SVXAQY;3;12560;141;SVXAQY
PWHNDI;2;42097;140;PWHNDI
IKPTVD;0;4590;144;IKPTVD
CBVBYA;0;5230;145;CBVBYA
IKPTVD;0;2537;144;IKPTVD
XAFJAH;-1;196066;142;XAFJAH
XAFJAH;0;65511;142;XAFJAH
QKAHZX;2;24320;143;QKAHZX
PQLOER;0;10042;146;PQLOER
CBVBYA;2;41446;145;CBVBYA
CTCHNM;0;3772;147;CTCHNM
CTCHNM;1;11275;147;CTCHNM
XAFJAH;1;88259;142;XAFJAH
CTCHNM;2;15525;147;CTCHNM
CTCHNM;3;2715;147;CTCHNM
BABSBC;0;14656;148;BABSBC
IITHNK;0;3425;149;IITHNK
IITHNK;1;41022;149;IITHNK
DUSNPS;0;8333;150;DUSNPS
XAFJAH;2;123273;142;XAFJAH
GFXCEU;0;6830;151;GFXCEU
GFXCEU;1;2914;151;GFXCEU
XAFJAH;3;25909;142;XAFJAH
DUSNPS;1;29746;150;DUSNPS
IITHNK;2;13435;149;IITHNK
BABSBC;2;17569;148;BABSBC
IITHNK;3;6327;149;IITHNK
DUSNPS;2;18347;150;DUSNPS
DUSNPS;3;17693;150;DUSNPS
EMBMUO;0;4677;152;EMBMUO
XLZPNS;0;3370;153;XLZPNS
EMBMUO;2;63388;152;EMBMUO
EMBMUO;1;63123;152;EMBMUO
XRURAU;0;3556;155;XRURAU
HMQAXH;0;10573;154;HMQAXH
XRURAU;1;21154;155;XRURAU
EMBMUO;2;11911;152;EMBMUO
EMBMUO;3;8396;152;EMBMUO
XRURAU;2;5189;155;XRURAU
XRURAU;3;4618;155;XRURAU
FMZJTZ;0;14510;156;FMZJTZ
VPVQXK;0;6608;158;VPVQXK
VPVQXK;1;42877;158;VPVQXK
WPNNCK;0;3603;159;WPNNCK
ZKVYNX;0;2691;160;ZKVYNX
HXSNBQ;0;2916;161;HXSNBQ
VPVQXK;2;42111;158;VPVQXK
VPVQXK;3;19974;158;VPVQXK
ZHKDJM;0;6142;163;ZHKDJM
WPNNCK;2;24910;159;WPNNCK
WPNNCK;3;4378;159;WPNNCK
ZHKDJM;1;34692;163;ZHKDJM
BMEPPF;0;5619;164;BMEPPF
QRRZRR;0;1951;165;QRRZRR
QRRZRR;1;2072;165;QRRZRR
BMEPPF;1;40349;164;BMEPPF
BMEPPF;2;2537;164;BMEPPF
BMEPPF;3;6983;164;BMEPPF
JZUZRS;0;4192;166;JZUZRS
KOZHPC;0;5095;167;KOZHPC
KOZHPC;1;34020;167;KOZHPC
KOZHPC;2;13979;167;KOZHPC
KOZHPC;3;6636;167;KOZHPC
NODQCN;-1;21760;168;NODQCN
NODQCN;0;17390;168;NODQCN
NODQCN;1;30544;168;NODQCN
XCBWDK;-1;16244;169;XCBWDK
XCBWDK;0;11898;169;XCBWDK
NODQCN;2;25949;168;NODQCN
FLGEMX;-1;9168;170;FLGEMX
NODQCN;3;13084;168;NODQCN
FLGEMX;0;4436;170;FLGEMX
XCBWDK;1;83164;169;XCBWDK
FLGEMX;1;32354;170;FLGEMX
INEBLR;-1;3203;171;INEBLR
INEBLR;0;1356;171;INEBLR
XCBWDK;2;26980;169;XCBWDK
INEBLR;2;237;171;INEBLR
FLGEMX;2;7169;170;FLGEMX
XCBWDK;3;15356;169;XCBWDK
FLGEMX;3;7440;170;FLGEMX
TKSGXV;-1;13683;172;TKSGXV
TKSGXV;0;9157;172;TKSGXV
FMZJTZ;2;712294;156;FMZJTZ
BZPRKK;-1;19471;174;BZPRKK
BZPRKK;0;4923;174;BZPRKK
KRTWKF;-1;6116;175;KRTWKF
KRTWKF;0;4205;175;KRTWKF
KRTWKF;1;11568;175;KRTWKF
RKVMFG;-1;6733;176;RKVMFG
BZPRKK;2;8003;174;BZPRKK
RKVMFG;0;9783;176;RKVMFG
ENCDIE;-1;174285;173;ENCDIE
ENCDIE;0;4803;173;ENCDIE
RKVMFG;1;36775;176;RKVMFG
RKVMFG;2;6371;176;RKVMFG
SZAYRH;-1;3865;177;SZAYRH
SZAYRH;0;2966;177;SZAYRH
RKVMFG;3;7668;176;RKVMFG
SZAYRH;2;85828;177;SZAYRH
LWEGOF;-1;3745;178;LWEGOF
LWEGOF;0;5526;178;LWEGOF
LWEGOF;1;23591;178;LWEGOF
LWEGOF;2;4445;178;LWEGOF
LWEGOF;3;3096;178;LWEGOF
RLTMKE;-1;8981;181;RLTMKE
BDJYKJ;-1;48061;180;BDJYKJ
RLTMKE;0;7808;181;RLTMKE
BDJYKJ;0;7481;180;BDJYKJ
RLTMKE;1;31800;181;RLTMKE
WKBAHI;-1;19240;183;WKBAHI
WKBAHI;0;8691;183;WKBAHI
SXJNYJ;-1;3309;184;SXJNYJ
SXJNYJ;0;2632;184;SXJNYJ
WKBAHI;1;32605;183;WKBAHI
RLTMKE;2;33222;181;RLTMKE
RLTMKE;3;22152;181;RLTMKE
SXJNYJ;-1;2153;184;SXJNYJ
SXJNYJ;0;1198;184;SXJNYJ
RIWQNE;-1;13143;185;RIWQNE
RIWQNE;0;3139;185;RIWQNE
SXJNYJ;-1;1355;184;SXJNYJ
SXJNYJ;0;1199;184;SXJNYJ
RIWQNE;1;30382;185;RIWQNE
LFJNIK;-1;7338;186;LFJNIK
LFJNIK;0;2228;186;LFJNIK
JGXEXS;-1;8574;187;JGXEXS
LFJNIK;1;29139;186;LFJNIK
WKBAHI;2;28911;183;WKBAHI
AQDZEL;-1;20972;188;AQDZEL
WKBAHI;3;17190;183;WKBAHI
JGXEXS;0;38340;187;JGXEXS
AQDZEL;0;7684;188;AQDZEL
RIWQNE;2;16276;185;RIWQNE
JGXEXS;1;34103;187;JGXEXS
AQDZEL;1;32156;188;AQDZEL
LFJNIK;2;32862;186;LFJNIK
RIWQNE;3;18252;185;RIWQNE
LFJNIK;3;9678;186;LFJNIK
JGXEXS;2;25093;187;JGXEXS
JGXEXS;3;6814;187;JGXEXS
AQDZEL;2;37957;188;AQDZEL
LLURZV;-1;11826;192;LLURZV
LLURZV;0;6260;192;LLURZV
AQDZEL;3;14466;188;AQDZEL
IQHHAY;-1;3678;194;IQHHAY
IQHHAY;0;3101;194;IQHHAY
YNNIVS;-1;105989;191;YNNIVS
YNNIVS;0;9718;191;YNNIVS
TRNTKP;-1;14603;195;TRNTKP
IQHHAY;1;31990;194;IQHHAY
LLURZV;1;105244;192;LLURZV
TRNTKP;0;30495;195;TRNTKP
IQHHAY;2;17802;194;IQHHAY
IQHHAY;3;3924;194;IQHHAY
VDVRAB;-1;6996;196;VDVRAB
VDVRAB;0;2014;196;VDVRAB
SPLZWN;-1;5618;197;SPLZWN
SPLZWN;0;5583;197;SPLZWN
TRNTKP;1;59677;195;TRNTKP
VDVRAB;1;38144;196;VDVRAB
YNNIVS;2;8218;191;YNNIVS
LLURZV;2;20594;192;LLURZV
SPLZWN;1;32887;197;SPLZWN
LLURZV;3;9307;192;LLURZV
YNERWE;-1;22698;198;YNERWE
TRNTKP;2;23333;195;TRNTKP
TRNTKP;3;2670;195;TRNTKP
YNERWE;0;21942;198;YNERWE
SPLZWN;2;26374;197;SPLZWN
AENXHD;-1;5285;199;AENXHD
WXBNDE;-1;2033;200;WXBNDE
WXBNDE;0;1915;200;WXBNDE
SPLZWN;3;9847;197;SPLZWN
AENXHD;0;21196;199;AENXHD
WXBNDE;1;23870;200;WXBNDE
AENXHD;1;7746;199;AENXHD
WXBNDE;2;27046;200;WXBNDE
LDXXQH;-1;2241;201;LDXXQH
BYNJOI;-1;17442;202;BYNJOI
LDXXQH;0;4161;201;LDXXQH
VDVRAB;2;63707;196;VDVRAB
BYNJOI;0;8682;202;BYNJOI
LDXXQH;1;20642;201;LDXXQH
VDVRAB;3;16674;196;VDVRAB
WXBNDE;2;14980;200;WXBNDE
WXBNDE;3;2219;200;WXBNDE
SNLISM;-1;1638;204;SNLISM
SNLISM;0;1792;204;SNLISM
QSIJMJ;-1;4915;203;QSIJMJ
SNLISM;1;6153;204;SNLISM
QSIJMJ;0;3585;203;QSIJMJ
QSIJMJ;1;31877;203;QSIJMJ
AENXHD;2;39444;199;AENXHD
AENXHD;3;5752;199;AENXHD
AENXHD;4;6328;199;AENXHD
BYNJOI;2;28485;202;BYNJOI
QSIJMJ;2;2629;203;QSIJMJ
QSIJMJ;3;8799;203;QSIJMJ
YNERWE;2;68000;198;YNERWE
QVOBPQ;-1;20603;205;QVOBPQ
QVOBPQ;0;8779;205;QVOBPQ
LPYPSV;-1;14167;206;LPYPSV
LPYPSV;0;7888;206;LPYPSV
WDZCBC;-1;2686;208;WDZCBC
WDZCBC;0;1796;208;WDZCBC
QDBLQZ;-1;4324;207;QDBLQZ
QDBLQZ;0;4342;207;QDBLQZ
LPYPSV;1;39351;206;LPYPSV
QDBLQZ;1;9606;207;QDBLQZ
QVOBPQ;1;51361;205;QVOBPQ
ZUQKNO;-1;7784;209;ZUQKNO
ZUQKNO;0;6954;209;ZUQKNO
FVTYJC;-1;8140;210;FVTYJC
FVTYJC;0;2936;210;FVTYJC
ZUQKNO;1;39401;209;ZUQKNO
SQDQLH;-1;5433;211;SQDQLH
SQDQLH;0;2771;211;SQDQLH
QDBLQZ;2;59586;207;QDBLQZ
QDBLQZ;3;4051;207;QDBLQZ
QVOBPQ;2;15160;205;QVOBPQ
FVTYJC;1;39084;210;FVTYJC
SQDQLH;1;20831;211;SQDQLH
QVOBPQ;3;21120;205;QVOBPQ
SQDQLH;2;1818;211;SQDQLH
SQDQLH;3;2802;211;SQDQLH
FVTYJC;2;18927;210;FVTYJC
FVTYJC;3;5703;210;FVTYJC
ZUQKNO;2;7590;209;ZUQKNO
QWZYGF;-1;19655;212;QWZYGF
ZUQKNO;3;5999;209;ZUQKNO
QWZYGF;0;8814;212;QWZYGF
QWZYGF;1;41685;212;QWZYGF
DBOLDC;-1;8730;213;DBOLDC
DBOLDC;0;7145;213;DBOLDC
NXXIDY;-1;2137;214;NXXIDY
NXXIDY;0;3205;214;NXXIDY
NXXIDY;1;21992;214;NXXIDY
FUQLVG;-1;4826;215;FUQLVG
FUQLVG;0;3795;215;FUQLVG
SJCAPM;0;3927;216;SJCAPM
DCOUOW;0;4910;218;DCOUOW
FUQLVG;1;21080;215;FUQLVG
NXXIDY;2;2314;214;NXXIDY
GLBAWD;0;5236;217;GLBAWD
NXXIDY;3;1858;214;NXXIDY
DCOUOW;1;7072;218;DCOUOW
WANZEQ;0;2025;219;WANZEQ
WANZEQ;1;3543;219;WANZEQ
FUQLVG;2;6244;215;FUQLVG
QWZYGF;2;25173;212;QWZYGF
ICVVRF;0;13702;220;ICVVRF
JLXHBP;0;3704;222;JLXHBP
SJCAPM;2;14495;216;SJCAPM
QWZYGF;3;16265;212;QWZYGF
ODOHTD;0;1232;223;ODOHTD
JVLTDQ;0;1502;225;JVLTDQ
ODOHTD;1;16703;223;ODOHTD
WANZEQ;2;33361;219;WANZEQ
GIIJVO;0;5425;224;GIIJVO
JLXHBP;1;41203;222;JLXHBP
ICVVRF;1;45884;220;ICVVRF
QJOZDX;0;4076;226;QJOZDX
JLXHBP;0;51867;222;JLXHBP
JLXHBP;1;3355;222;JLXHBP
ICVVRF;2;5044;220;ICVVRF
ICVVRF;3;2533;220;ICVVRF
XYMOXV;0;5659;227;XYMOXV
MGOPEG;0;5484;228;MGOPEG
LGCSAB;0;3616;229;LGCSAB
MGOPEG;1;44197;228;MGOPEG
LGCSAB;1;25494;229;LGCSAB
GLBAWD;1;346582;217;GLBAWD
IXSQBQ;0;10959;230;IXSQBQ
AJWUGX;0;1929;231;AJWUGX
LGCSAB;2;15840;229;LGCSAB
SGWGLB;0;8224;232;SGWGLB
LGCSAB;3;13522;229;LGCSAB
AJWUGX;1;28883;231;AJWUGX
QEDAQC;0;8094;234;QEDAQC
GLBAWD;2;45297;217;GLBAWD
GLBAWD;3;3166;217;GLBAWD
PBWRQT;0;3437;233;PBWRQT
UIDHIL;0;1995;236;UIDHIL
UIDHIL;1;3760;236;UIDHIL
IXSQBQ;1;123993;230;IXSQBQ
ECTXRJ;0;4950;237;ECTXRJ
PBWRQT;2;26770;233;PBWRQT
PBWRQT;3;9866;233;PBWRQT
JDLRXH;0;3221;235;JDLRXH
UXYWGO;0;1561;239;UXYWGO
JDLRXH;1;14060;235;JDLRXH
QEDAQC;2;33395;234;QEDAQC
UXYWGO;1;5722;239;UXYWGO
ECTXRJ;1;44502;237;ECTXRJ
XJONNT;0;3966;238;XJONNT
UIDHIL;2;13049;236;UIDHIL
UIDHIL;3;3242;236;UIDHIL
GEYOLC;-1;11378;240;GEYOLC
JDLRXH;2;2457;235;JDLRXH
GEYOLC;0;3247;240;GEYOLC
JDLRXH;3;3967;235;JDLRXH
GEYOLC;1;24822;240;GEYOLC
ROLZTE;-1;45081;241;ROLZTE
ROLZTE;0;3871;241;ROLZTE
ECTXRJ;2;26615;237;ECTXRJ
ECTXRJ;3;18191;237;ECTXRJ
GEYOLC;2;6323;240;GEYOLC
ROLZTE;1;31922;241;ROLZTE
GEYOLC;3;9379;240;GEYOLC
IXSQBQ;2;44480;230;IXSQBQ
IXSQBQ;3;15884;230;IXSQBQ
ROLZTE;2;12116;241;ROLZTE
ROLZTE;3;11215;241;ROLZTE
SDBUMP;-1;19103;242;SDBUMP
SDBUMP;0;5757;242;SDBUMP
KZZDMK;-1;28153;243;KZZDMK
KZZDMK;0;6532;243;KZZDMK
KZZDMK;1;35213;243;KZZDMK
XBIAXO;0;578395;221;XBIAXO
SDBUMP;1;111530;242;SDBUMP
BCOZKZ;-1;2518;244;BCOZKZ
BCOZKZ;0;2061;244;BCOZKZ
BCOZKZ;1;2627;244;BCOZKZ
KZZDMK;2;16117;243;KZZDMK
KZZDMK;3;9966;243;KZZDMK
JOTCQK;-1;7901;245;JOTCQK
WMDDWE;-1;3925;246;WMDDWE
WMDDWE;0;1450;246;WMDDWE
WMDDWE;1;24154;246;WMDDWE
SDBUMP;2;24054;242;SDBUMP
SDBUMP;3;12283;242;SDBUMP
RRGSVY;-1;9228;247;RRGSVY
PZRHIQ;-1;8229;249;PZRHIQ
RRGSVY;0;4191;247;RRGSVY
PZRHIQ;0;3820;249;PZRHIQ
PZRHIQ;1;12739;249;PZRHIQ
PNUVQJ;-1;2415;250;PNUVQJ
PNUVQJ;0;1844;250;PNUVQJ
PNUVQJ;1;8688;250;PNUVQJ
NGGOKT;-1;8808;248;NGGOKT
NGGOKT;0;2255;248;NGGOKT
FRHYZI;-1;17542;251;FRHYZI
FRHYZI;0;5390;251;FRHYZI
AKQJTW;-1;1657;252;AKQJTW
AKQJTW;0;1033;252;AKQJTW
PNUVQJ;2;4128;250;PNUVQJ
PNUVQJ;3;662;250;PNUVQJ
WMDDWE;2;4530;246;WMDDWE
WMDDWE;3;1190;246;WMDDWE
AKQJTW;1;7517;252;AKQJTW
NGCQPX;-1;1315;253;NGCQPX
NGCQPX;0;1037;253;NGCQPX
JOTCQK;0;149383;245;JOTCQK
JOTCQK;1;4932;245;JOTCQK
AKQJTW;2;2750;252;AKQJTW
AKQJTW;3;726;252;AKQJTW
FRHYZI;1;40831;251;FRHYZI
RRGSVY;2;18380;247;RRGSVY
NGCQPX;2;2241;253;NGCQPX
JOTCQK;2;9243;245;JOTCQK
NGCQPX;3;1542;253;NGCQPX
JOTCQK;3;807;245;JOTCQK
APWGIL;-1;33215;254;APWGIL
KRAHFX;-1;22570;256;KRAHFX
APWGIL;0;4614;254;APWGIL
STKDFG;-1;9430;257;STKDFG
XTUAPR;-1;6481;255;XTUAPR
STKDFG;0;4348;257;STKDFG
CNZEOT;-1;3414;258;CNZEOT
XTUAPR;0;4876;255;XTUAPR
CNZEOT;0;4126;258;CNZEOT
KRAHFX;0;31949;256;KRAHFX
STKDFG;1;22246;257;STKDFG
CIOUMA;-1;1586;260;CIOUMA
CIOUMA;0;1092;260;CIOUMA
CIOUMA;1;1287;260;CIOUMA
XTUAPR;1;35968;255;XTUAPR
WKWLCV;-1;7572;261;WKWLCV
WKWLCV;0;2990;261;WKWLCV
APWGIL;1;76877;254;APWGIL
SPVKRW;-1;9564;262;SPVKRW
SPVKRW;0;10631;262;SPVKRW
STKDFG;2;17176;257;STKDFG
STKDFG;3;9457;257;STKDFG
VCJNNS;-1;3232;263;VCJNNS
APWGIL;2;24506;254;APWGIL
VCJNNS;0;2945;263;VCJNNS
CIOUMA;2;5504;260;CIOUMA
CIOUMA;3;1246;260;CIOUMA
XTUAPR;2;20251;255;XTUAPR
APWGIL;3;20319;254;APWGIL
ZJHSJN;-1;12102;264;ZJHSJN
XTUAPR;3;12677;255;XTUAPR
ZJHSJN;0;32838;264;ZJHSJN
FLCVRO;-1;10647;265;FLCVRO
FLCVRO;0;4747;265;FLCVRO
KXPKNX;-1;2502;267;KXPKNX
ZJHSJN;1;38460;264;ZJHSJN
KXPKNX;0;2290;267;KXPKNX
XBMFSJ;-1;20273;266;XBMFSJ
GKXXJY;-1;4496;269;GKXXJY
GKXXJY;0;2614;269;GKXXJY
KXPKNX;1;25084;267;KXPKNX
NGGOKT;2;4260;248;NGGOKT
XBMFSJ;0;24213;266;XBMFSJ
NGGOKT;3;4507;248;NGGOKT
JVLTDQ;1;1310900;225;JVLTDQ
EMRLAR;-1;19998;268;EMRLAR
GKXXJY;1;22324;269;GKXXJY
EMRLAR;0;5856;268;EMRLAR
GJTWRP;-1;6969;270;GJTWRP
GJTWRP;0;6599;270;GJTWRP
LJZYWV;-1;4250;271;LJZYWV
LJZYWV;0;8439;271;LJZYWV
ZJHSJN;2;24007;264;ZJHSJN
KXPKNX;2;14023;267;KXPKNX
KXPKNX;3;7745;267;KXPKNX
ZJHSJN;3;18093;264;ZJHSJN
TTZLKA;-1;11409;272;TTZLKA
TTZLKA;0;5511;272;TTZLKA
LJZYWV;1;40897;271;LJZYWV
FLCVRO;2;10856;265;FLCVRO
FXECJS;0;3457;273;FXECJS
SPVKRW;2;175555;262;SPVKRW
EMRLAR;1;78676;268;EMRLAR
XBMFSJ;1;97593;266;XBMFSJ
GJTWRP;2;13612;270;GJTWRP
ELDKGP;-1;2332;274;ELDKGP
ELDKGP;0;3119;274;ELDKGP
MYQMUM;-1;6096;275;MYQMUM
MYQMUM;0;4246;275;MYQMUM
JDTDOT;-1;2695;277;JDTDOT
ELDKGP;1;22957;274;ELDKGP
JDTDOT;0;1622;277;JDTDOT
FUGMIL;-1;23515;276;FUGMIL
FUGMIL;0;9879;276;FUGMIL
HQDOMV;-1;8120;278;HQDOMV
HQDOMV;0;10524;278;HQDOMV
ELDKGP;2;6427;274;ELDKGP
ELDKGP;3;1377;274;ELDKGP
MYQMUM;1;53551;275;MYQMUM
EMRLAR;2;36420;268;EMRLAR
SBTQRW;-1;1816;279;SBTQRW
SBTQRW;0;1188;279;SBTQRW
SBTQRW;1;2268;279;SBTQRW
EMRLAR;3;14246;268;EMRLAR
LJZYWV;2;3864;271;LJZYWV
HQDOMV;1;38311;278;HQDOMV
JDTDOT;2;13929;277;JDTDOT
LJZYWV;3;13653;271;LJZYWV
KKAJCQ;-1;5963;280;KKAJCQ
KKAJCQ;0;4380;280;KKAJCQ
GYGUMS;-1;2193;282;GYGUMS
GYGUMS;0;5774;282;GYGUMS
GYGUMS;1;3461;282;GYGUMS
HQDOMV;2;15961;278;HQDOMV
FUGMIL;2;12089;276;FUGMIL
HQDOMV;3;8534;278;HQDOMV
FUGMIL;3;5516;276;FUGMIL
VTLUNK;-1;15422;283;VTLUNK
UUGUOX;-1;4766;285;UUGUOX
LOCNZC;-1;12419;284;LOCNZC
VTLUNK;0;6126;283;VTLUNK
TXSIBM;-1;37953;281;TXSIBM
UUGUOX;0;5400;285;UUGUOX
LOCNZC;0;10332;284;LOCNZC
TXSIBM;0;8912;281;TXSIBM
UUGUOX;1;21673;285;UUGUOX
LIQHYB;-1;1702;287;LIQHYB
LIQHYB;0;2110;287;LIQHYB
SBTQRW;2;22377;279;SBTQRW
TTZLKA;2;6974;272;TTZLKA
KDQGVQ;-1;530967;259;KDQGVQ
KDQGVQ;0;4989;259;KDQGVQ
OUCALY;0;5579;288;OUCALY
SBTQRW;3;20156;279;SBTQRW
LOCNZC;1;45469;284;LOCNZC
OUCALY;1;14578;288;OUCALY
LIQHYB;1;30126;287;LIQHYB
TXSIBM;1;50328;281;TXSIBM
UUGUOX;2;6367;285;UUGUOX
GYMWLE;0;3576;289;GYMWLE
UUGUOX;3;9925;285;UUGUOX
JDJWGB;0;2292;291;JDJWGB
JDJWGB;1;848;291;JDJWGB
NGXFSZ;0;5886;290;NGXFSZ
LIQHYB;2;11632;287;LIQHYB
LIQHYB;3;4197;287;LIQHYB
NGXFSZ;1;18080;290;NGXFSZ
VTLUNK;2;35645;283;VTLUNK
JHHYRS;0;12208;292;JHHYRS
MCGSSP;0;4189;294;MCGSSP
KDQGVQ;1;113135;259;KDQGVQ
JNQIDA;0;2356;295;JNQIDA
TXSIBM;2;49384;281;TXSIBM
JJKGMR;0;3885;296;JJKGMR
